Time,Temperature,Pressure,Altitude
5/18/2026 20:46:15,33.3,913.42,839.84
5/18/2026 20:46:49,33.3,913.45,839.57
5/18/2026 20:47:23,33.3,913.52,838.94
5/18/2026 20:47:57,33.1,913.63,837.94
5/18/2026 20:48:31,33,913.59,838.3
5/18/2026 20:49:06,33.1,913.62,838.03
5/18/2026 20:49:41,33.2,913.57,838.48
5/18/2026 20:50:14,33,913.59,838.3
5/18/2026 20:50:48,33.1,913.65,837.76
5/18/2026 20:51:22,33.1,913.71,837.22
5/18/2026 20:51:56,33.1,913.72,837.13
5/18/2026 20:52:31,33.1,913.72,837.13
5/18/2026 20:53:05,33,913.68,837.49
5/18/2026 20:53:41,33.1,913.69,837.4
5/18/2026 20:54:16,33.2,913.75,836.85
5/18/2026 20:54:52,33.1,913.79,836.49
5/18/2026 20:55:26,33.2,913.82,836.22
5/18/2026 20:56:00,33.2,913.81,836.31
5/18/2026 20:56:36,33.2,913.89,835.59
5/18/2026 20:57:10,33.2,913.89,835.59
5/18/2026 20:57:45,33.3,913.89,835.59
5/18/2026 20:58:20,33.3,913.88,835.68
5/18/2026 20:58:55,33.3,913.93,835.22
5/18/2026 20:59:35,33.2,913.94,835.13
5/18/2026 21:00:10,33.2,914.01,834.5
5/18/2026 21:00:45,33.2,914.01,834.5
5/18/2026 21:01:20,33.2,914.02,834.41
5/18/2026 21:01:55,33.3,913.98,834.77
5/18/2026 21:02:29,33.4,914.07,833.96
5/18/2026 21:03:03,33.4,913.98,834.77
5/18/2026 21:03:37,33.3,914.02,834.41
5/18/2026 21:04:11,33.3,914.07,833.96
5/18/2026 21:04:45,33.4,914.07,833.96
5/18/2026 21:05:20,33.3,914.08,833.86
5/18/2026 21:05:54,33.3,914.11,833.59
5/18/2026 21:06:28,33.3,914.13,833.41
5/18/2026 21:07:03,33.4,914.22,832.6
5/18/2026 21:07:37,33.3,914.22,832.6
5/18/2026 21:08:13,33.2,914.22,832.6
5/18/2026 21:08:48,33.3,914.15,833.23
5/18/2026 21:09:23,33.3,914.18,832.96
5/18/2026 21:09:58,33.3,914.19,832.87
5/18/2026 21:10:33,33.3,914.2,832.78
5/18/2026 21:11:07,33.4,914.21,832.69
5/18/2026 21:11:42,33.4,914.24,832.42
5/18/2026 21:12:16,33.4,914.23,832.51
5/18/2026 21:12:50,33.3,914.24,832.42
5/18/2026 21:13:24,33.4,914.28,832.05
5/18/2026 21:13:58,33.5,914.31,831.78
5/18/2026 21:14:31,33.5,914.38,831.15
5/18/2026 21:15:05,33.3,914.38,831.15
5/18/2026 21:15:39,33.1,914.37,831.24
5/18/2026 21:16:12,33,914.34,831.51
5/18/2026 21:16:46,33.2,914.38,831.15
5/18/2026 21:17:20,33.1,914.41,830.88
5/18/2026 21:17:55,33.2,914.43,830.7
5/18/2026 21:18:29,33.2,914.48,830.24
5/18/2026 21:19:04,33.3,914.43,830.7
5/18/2026 21:19:39,33.4,914.48,830.24
5/18/2026 21:20:14,33.4,914.47,830.33
5/18/2026 21:20:48,33.5,914.57,829.43
5/18/2026 21:21:23,33.5,914.53,829.79
5/18/2026 21:21:58,33.5,914.48,830.24
5/18/2026 21:22:33,33.5,914.58,829.34
5/18/2026 21:23:09,33.5,914.53,829.79
5/18/2026 21:23:44,33.6,914.51,829.97
5/18/2026 21:24:18,33.4,914.55,829.61
5/18/2026 21:24:53,33.5,914.51,829.97
5/18/2026 21:25:28,33.5,914.55,829.61
5/18/2026 21:26:02,33.4,914.55,829.61
5/18/2026 21:26:37,33.6,914.52,829.88
5/18/2026 21:27:11,33.5,914.59,829.25
5/18/2026 21:27:45,33.5,914.52,829.88
5/18/2026 21:28:19,33.4,914.56,829.52
5/18/2026 21:28:53,33.4,914.56,829.52
5/18/2026 21:29:27,33.5,914.59,829.25
5/18/2026 21:30:02,33.6,914.57,829.43
5/18/2026 21:30:36,33.5,914.64,828.8
5/18/2026 21:31:11,33.5,914.58,829.34
5/18/2026 21:31:46,33.4,914.51,829.97
5/18/2026 21:32:21,33.5,914.66,828.61
5/18/2026 21:32:55,33.6,914.61,829.07
5/18/2026 21:33:29,33.5,914.64,828.8
5/18/2026 21:34:05,33.5,914.64,828.8
5/18/2026 21:34:39,33.5,914.65,828.7
5/18/2026 21:35:13,33.6,914.68,828.43
5/18/2026 21:35:46,33.6,914.72,828.07
5/18/2026 21:36:20,33.7,914.72,828.07
5/18/2026 21:36:54,33.7,914.69,828.34
5/18/2026 21:37:29,33.6,914.73,827.98
5/18/2026 21:38:03,33.6,914.7,828.25
5/18/2026 21:38:38,33.6,914.72,828.07
5/18/2026 21:39:13,33.6,914.78,827.53
5/18/2026 21:39:47,33.6,914.77,827.62
5/18/2026 21:40:22,33.6,914.75,827.8
5/18/2026 21:40:56,33.6,914.79,827.44
5/18/2026 21:41:30,33.7,914.76,827.71
5/18/2026 21:42:04,33.8,914.77,827.62
5/18/2026 21:42:38,33.8,914.8,827.35
5/18/2026 21:43:12,33.8,914.81,827.26
5/18/2026 21:43:47,33.8,914.79,827.44
5/18/2026 21:44:21,33.8,914.82,827.17
5/18/2026 21:44:59,33.8,914.85,826.89
5/18/2026 21:45:31,33.7,914.84,826.98
5/18/2026 21:46:09,33.6,914.87,826.71
5/18/2026 21:46:43,33.6,914.86,826.8
5/18/2026 21:47:17,33.6,914.93,826.17
5/18/2026 21:47:53,33.7,914.91,826.35
5/18/2026 21:48:29,33.7,914.85,826.89
5/18/2026 21:49:03,33.6,914.89,826.53
5/18/2026 21:49:37,33.7,914.95,825.99
5/18/2026 21:50:11,33.7,914.99,825.63
5/18/2026 21:50:45,33.6,914.95,825.99
5/18/2026 21:51:20,33.6,914.99,825.63
5/18/2026 21:51:55,33.6,914.97,825.81
5/18/2026 21:52:29,33.6,915,825.54
5/18/2026 21:53:02,33.6,914.99,825.63
5/18/2026 21:53:36,33.6,915.06,824.99
5/18/2026 21:54:10,33.6,915.02,825.36
5/18/2026 21:54:44,33.6,915.09,824.72
5/18/2026 21:55:19,33.6,915.1,824.63
5/18/2026 21:55:53,33.5,915.13,824.36
5/18/2026 21:56:28,33.6,915.16,824.09
5/18/2026 21:57:03,33.6,915.11,824.54
5/18/2026 21:58:11,33.7,915.16,824.09
5/18/2026 21:58:45,33.6,915.21,823.64
5/18/2026 21:59:19,33.6,915.19,823.82
5/18/2026 21:59:54,33.6,915.22,823.55
5/18/2026 22:00:29,33.7,915.21,823.64
5/18/2026 22:01:03,33.7,915.2,823.73
5/18/2026 22:01:37,33.6,915.17,824
5/18/2026 22:02:12,33.7,915.21,823.64
5/18/2026 22:02:46,33.8,915.28,823
5/18/2026 22:03:21,33.6,915.26,823.19
5/18/2026 22:03:56,33.7,915.21,823.64
5/18/2026 22:04:30,33.6,915.27,823.09
5/18/2026 22:05:04,33.7,915.24,823.37
5/18/2026 22:05:41,33.8,915.31,822.73
5/18/2026 22:06:16,33.8,915.27,823.09
5/18/2026 22:06:54,33.7,915.16,824.09
5/18/2026 22:07:29,33.7,915.28,823
5/18/2026 22:08:02,33.8,915.26,823.19
5/18/2026 22:08:36,33.7,915.26,823.19
5/18/2026 22:09:11,33.7,915.26,823.19
5/18/2026 22:09:45,33.7,915.32,822.64
5/18/2026 22:10:18,33.7,915.29,822.91
5/18/2026 22:10:53,33.6,915.36,822.28
5/18/2026 22:11:27,33.7,915.39,822.01
5/18/2026 22:12:01,33.7,915.4,821.92
5/18/2026 22:12:35,33.7,915.38,822.1
5/18/2026 22:13:09,33.7,915.42,821.74
5/18/2026 22:13:43,33.7,915.37,822.19
5/18/2026 22:14:17,33.6,915.42,821.74
5/18/2026 22:14:54,33.7,915.4,821.92
5/18/2026 22:15:28,33.7,915.38,822.1
5/18/2026 22:16:04,33.7,915.42,821.74
5/18/2026 22:16:38,33.8,915.42,821.74
5/18/2026 22:17:12,33.8,915.42,821.74
5/18/2026 22:17:46,33.8,915.34,822.46
5/18/2026 22:18:20,33.7,915.43,821.65
5/18/2026 22:18:54,33.7,915.42,821.74
5/18/2026 22:19:28,33.8,915.42,821.74
5/18/2026 22:20:01,33.8,915.45,821.47
5/18/2026 22:20:35,33.7,915.43,821.65
5/18/2026 22:21:09,33.7,915.39,822.01
5/18/2026 22:21:43,33.7,915.38,822.1
5/18/2026 22:22:17,33.7,915.42,821.74
5/18/2026 22:22:52,33.7,915.44,821.56
5/18/2026 22:23:27,33.8,915.37,822.19
5/18/2026 22:24:02,33.6,915.43,821.65
5/18/2026 22:24:37,33.6,915.44,821.56
5/18/2026 22:25:11,33.6,915.41,821.83
5/18/2026 22:25:45,33.6,915.45,821.47
5/18/2026 22:26:20,33.6,915.45,821.47
5/18/2026 22:26:59,33.7,915.52,820.83
5/18/2026 22:27:30,33.7,915.49,821.1
5/18/2026 22:28:04,33.8,915.52,820.83
5/18/2026 22:28:38,33.6,915.53,820.74
5/18/2026 22:29:13,33.7,915.59,820.2
5/18/2026 22:29:47,33.7,915.58,820.29
5/18/2026 22:30:57,33.7,915.56,820.47
5/18/2026 22:31:32,33.8,915.55,820.56
5/18/2026 22:32:06,33.8,915.6,820.11
5/18/2026 22:32:41,33.7,915.63,819.84
5/18/2026 22:33:17,33.8,915.6,820.11
5/18/2026 22:33:52,33.7,915.55,820.56
5/18/2026 22:34:26,33.7,915.65,819.66
5/18/2026 22:35:01,33.7,915.57,820.38
5/18/2026 22:35:36,33.7,915.63,819.84
5/18/2026 22:36:10,33.8,915.62,819.93
5/18/2026 22:36:44,33.7,915.59,820.2
5/18/2026 22:37:18,33.8,915.59,820.2
5/18/2026 22:37:52,33.8,915.61,820.02
5/18/2026 22:38:26,33.7,915.64,819.75
5/18/2026 22:39:01,33.6,915.61,820.02
5/18/2026 22:39:36,33.6,915.68,819.39
5/18/2026 22:40:11,33.6,915.63,819.84
5/18/2026 22:40:45,33.6,915.62,819.93
5/18/2026 22:41:19,33.7,915.6,820.11
5/18/2026 22:41:53,33.7,915.56,820.47
5/18/2026 22:42:27,33.8,915.6,820.11
5/18/2026 22:43:01,33.8,915.54,820.65
5/18/2026 22:43:35,33.8,915.52,820.83
5/18/2026 22:44:09,33.7,915.65,819.66
5/18/2026 22:44:43,33.8,915.56,820.47
5/18/2026 22:45:16,33.8,915.52,820.83
5/18/2026 22:45:50,33.7,915.54,820.65
5/18/2026 22:46:24,33.7,915.63,819.84
5/18/2026 22:47:00,33.7,915.61,820.02
5/18/2026 22:47:36,33.7,915.63,819.84
5/18/2026 22:48:10,33.8,915.56,820.47
5/18/2026 22:48:44,33.9,915.59,820.2
5/18/2026 22:49:18,33.8,915.61,820.02
5/18/2026 22:49:54,33.7,915.6,820.11
5/18/2026 22:50:28,33.7,915.59,820.2
5/18/2026 22:51:02,33.5,915.61,820.02
5/18/2026 22:51:36,33.6,915.6,820.11
5/18/2026 22:52:10,33.7,915.65,819.66
5/18/2026 22:52:44,33.8,915.61,820.02
5/18/2026 22:53:18,33.7,915.62,819.93
5/18/2026 22:53:53,33.7,915.63,819.84
5/18/2026 22:54:27,33.7,915.59,820.2
5/18/2026 22:55:01,33.7,915.65,819.66
5/18/2026 22:55:35,33.8,915.59,820.2
5/18/2026 22:56:08,33.7,915.65,819.66
5/18/2026 22:56:42,33.8,915.6,820.11
5/18/2026 22:57:16,33.8,915.64,819.75
5/18/2026 22:57:50,33.8,915.6,820.11
5/18/2026 22:58:24,33.8,915.62,819.93
5/18/2026 22:58:58,33.8,915.61,820.02
5/18/2026 22:59:32,33.8,915.66,819.57
5/18/2026 23:00:07,33.8,915.63,819.84
5/18/2026 23:00:41,33.8,915.5,821.01
5/18/2026 23:01:16,33.7,915.56,820.47
5/18/2026 23:01:51,33.8,915.56,820.47
5/18/2026 23:02:25,33.8,915.63,819.84
5/18/2026 23:02:59,33.8,915.6,820.11
5/18/2026 23:03:33,33.9,915.59,820.2
5/18/2026 23:04:07,33.9,915.66,819.57
5/18/2026 23:04:42,33.9,915.58,820.29
5/18/2026 23:05:22,33.7,915.6,820.11
5/18/2026 23:05:56,33.8,915.55,820.56
5/18/2026 23:06:36,33.8,915.58,820.29
5/18/2026 23:07:10,33.9,915.6,820.11
5/18/2026 23:07:48,33.8,915.55,820.56
5/18/2026 23:08:21,33.8,915.61,820.02
5/18/2026 23:08:55,33.9,915.6,820.11
5/18/2026 23:09:28,33.9,915.59,820.2
5/18/2026 23:10:02,33.9,915.65,819.66
5/18/2026 23:10:36,33.9,915.51,820.92
5/18/2026 23:11:10,33.9,915.61,820.02
5/18/2026 23:11:44,33.9,915.6,820.11
5/18/2026 23:12:18,33.7,915.59,820.2
5/18/2026 23:12:51,33.9,915.57,820.38
5/18/2026 23:13:25,33.9,915.56,820.47
5/18/2026 23:13:59,33.9,915.53,820.74
5/18/2026 23:14:34,33.8,915.51,820.92
5/18/2026 23:15:09,33.9,915.54,820.65
5/18/2026 23:15:45,33.9,915.52,820.83
5/18/2026 23:16:19,33.8,915.5,821.01
5/18/2026 23:16:53,33.8,915.52,820.83
5/18/2026 23:17:27,33.9,915.55,820.56
5/18/2026 23:18:02,33.9,915.49,821.1
5/18/2026 23:18:36,33.8,915.47,821.29
5/18/2026 23:19:10,33.9,915.55,820.56
5/18/2026 23:19:44,33.8,915.45,821.47
5/18/2026 23:20:17,33.8,915.43,821.65
5/18/2026 23:20:51,33.8,915.37,822.19
5/18/2026 23:21:26,33.8,915.45,821.47
5/18/2026 23:21:59,33.7,915.33,822.55
5/18/2026 23:22:34,33.9,915.35,822.37
5/18/2026 23:23:08,33.9,915.36,822.28
5/18/2026 23:23:42,33.9,915.29,822.91
5/18/2026 23:24:16,33.9,915.28,823
5/18/2026 23:24:50,33.9,915.38,822.1
5/18/2026 23:25:24,33.9,915.31,822.73
5/18/2026 23:25:59,33.9,915.25,823.28
5/18/2026 23:26:33,33.8,915.32,822.64
5/18/2026 23:27:07,33.8,915.36,822.28
5/18/2026 23:27:42,33.8,915.38,822.1
5/18/2026 23:28:16,33.8,915.32,822.64
5/18/2026 23:28:50,33.9,915.3,822.82
5/18/2026 23:29:24,33.8,915.32,822.64
5/18/2026 23:30:00,33.9,915.32,822.64
5/18/2026 23:30:34,33.9,915.34,822.46
5/18/2026 23:31:08,34,915.34,822.46
5/18/2026 23:31:42,33.9,915.34,822.46
5/18/2026 23:32:17,33.9,915.31,822.73
5/18/2026 23:32:52,33.9,915.25,823.28
5/18/2026 23:33:26,34,915.31,822.73
5/18/2026 23:34:00,34,915.34,822.46
5/18/2026 23:34:34,34,915.29,822.91
5/18/2026 23:35:08,33.9,915.28,823
5/18/2026 23:35:48,33.9,915.28,823
5/18/2026 23:36:18,33.9,915.33,822.55
5/18/2026 23:36:52,33.9,915.29,822.91
5/18/2026 23:37:26,33.9,915.32,822.64
5/18/2026 23:38:01,34,915.23,823.46
5/18/2026 23:38:36,33.9,915.29,822.91
5/18/2026 23:39:10,33.9,915.26,823.19
5/18/2026 23:39:44,33.7,915.25,823.28
5/18/2026 23:40:18,33.8,915.21,823.64
5/18/2026 23:40:53,33.8,915.21,823.64
5/18/2026 23:41:29,33.9,915.27,823.09
5/18/2026 23:42:04,33.8,915.31,822.73
5/18/2026 23:42:38,33.8,915.26,823.19
5/18/2026 23:43:12,33.8,915.22,823.55
5/18/2026 23:43:46,33.8,915.24,823.37
5/18/2026 23:44:20,33.9,915.19,823.82
5/18/2026 23:44:54,33.9,915.22,823.55
5/18/2026 23:45:28,33.9,915.31,822.73
5/18/2026 23:46:03,34,915.27,823.09
5/18/2026 23:46:38,34,915.22,823.55
5/18/2026 23:47:12,34,915.27,823.09
5/18/2026 23:47:46,33.9,915.2,823.73
5/18/2026 23:48:20,33.9,915.25,823.28
5/18/2026 23:48:53,33.8,915.28,823
5/18/2026 23:49:31,33.8,915.21,823.64
5/18/2026 23:50:05,33.9,915.27,823.09
5/18/2026 23:50:39,34,915.25,823.28
5/18/2026 23:51:13,33.9,915.24,823.37
5/18/2026 23:51:47,33.9,915.22,823.55
5/18/2026 23:52:22,33.9,915.3,822.82
5/18/2026 23:52:56,33.8,915.22,823.55
5/18/2026 23:53:46,33.9,915.21,823.64
5/18/2026 23:54:05,33.9,915.23,823.46
5/18/2026 23:54:39,33.9,915.23,823.46
5/18/2026 23:55:13,33.9,915.25,823.28
5/18/2026 23:55:48,33.8,915.25,823.28
5/18/2026 23:56:22,33.9,915.19,823.82
5/18/2026 23:56:55,33.9,915.16,824.09
5/18/2026 23:57:29,33.8,915.22,823.55
5/18/2026 23:58:03,33.9,915.19,823.82
5/18/2026 23:58:36,33.7,915.21,823.64
5/18/2026 23:59:10,33.9,915.16,824.09
5/18/2026 23:59:49,33.9,915.19,823.82
5/19/2026 0:00:22,33.9,915.15,824.18
5/19/2026 0:00:57,33.9,915.12,824.45
5/19/2026 0:01:30,33.9,915.1,824.63
5/19/2026 0:02:04,34,915.07,824.9
5/19/2026 0:02:39,33.8,915.11,824.54
5/19/2026 0:03:13,33.9,915.11,824.54
5/19/2026 0:03:48,33.9,915.11,824.54
5/19/2026 0:04:24,33.8,915.08,824.81
5/19/2026 0:05:00,33.9,915,825.54
5/19/2026 0:05:34,33.9,915.05,825.09
5/19/2026 0:06:08,33.9,915.02,825.36
5/19/2026 0:06:43,33.9,915.08,824.81
5/19/2026 0:07:17,33.9,915.03,825.27
5/19/2026 0:07:51,34,915.05,825.09
5/19/2026 0:08:25,33.8,915.05,825.09
5/19/2026 0:09:01,33.9,915,825.54
5/19/2026 0:09:35,33.9,915.01,825.45
5/19/2026 0:10:09,33.9,915,825.54
5/19/2026 0:10:43,34,915.03,825.27
5/19/2026 0:11:17,34,915.03,825.27
5/19/2026 0:11:51,34,914.98,825.72
5/19/2026 0:12:25,34,914.94,826.08
5/19/2026 0:12:59,33.9,914.98,825.72
5/19/2026 0:13:33,33.9,914.99,825.63
5/19/2026 0:14:07,33.8,914.95,825.99
5/19/2026 0:14:42,33.6,915.04,825.18
5/19/2026 0:15:16,33.8,915.01,825.45
5/19/2026 0:15:50,33.9,914.97,825.81
5/19/2026 0:16:25,33.8,914.99,825.63
5/19/2026 0:16:58,33.9,914.97,825.81
5/19/2026 0:17:32,33.9,914.97,825.81
5/19/2026 0:18:42,34,914.93,826.17
5/19/2026 0:19:19,34,914.89,826.53
5/19/2026 0:19:52,33.9,914.92,826.26
5/19/2026 0:20:26,34,914.95,825.99
5/19/2026 0:21:37,33.9,914.86,826.8
5/19/2026 0:22:13,33.9,914.86,826.8
5/19/2026 0:22:48,34,914.88,826.62
5/19/2026 0:23:22,34,914.83,827.08
5/19/2026 0:23:42,33.9,914.92,826.26
5/19/2026 0:23:58,33.9,914.83,827.08
5/19/2026 0:24:33,33.9,914.75,827.8
5/19/2026 0:25:07,33.9,914.83,827.08
5/19/2026 0:25:41,34,914.81,827.26
5/19/2026 0:26:16,33.9,914.77,827.62
5/19/2026 0:26:50,33.9,914.79,827.44
5/19/2026 0:27:24,33.9,914.72,828.07
5/19/2026 0:27:57,34,914.74,827.89
5/19/2026 0:28:31,34,914.78,827.53
5/19/2026 0:29:06,33.9,914.75,827.8
5/19/2026 0:29:39,33.9,914.72,828.07
5/19/2026 0:30:13,33.9,914.67,828.52
5/19/2026 0:30:47,34,914.67,828.52
5/19/2026 0:31:21,34,914.7,828.25
5/19/2026 0:31:55,34,914.64,828.8
5/19/2026 0:32:30,34,914.61,829.07
5/19/2026 0:33:04,34.1,914.57,829.43
5/19/2026 0:33:38,34,914.62,828.98
5/19/2026 0:34:15,34,914.67,828.52
5/19/2026 0:34:50,34,914.68,828.43
5/19/2026 0:35:24,33.9,914.52,829.88
5/19/2026 0:35:59,33.8,914.54,829.7
5/19/2026 0:36:33,33.9,914.56,829.52
5/19/2026 0:37:07,33.9,914.61,829.07
5/19/2026 0:37:42,33.9,914.61,829.07
5/19/2026 0:38:16,33.9,914.56,829.52
5/19/2026 0:38:52,33.9,914.52,829.88
5/19/2026 0:40:02,33.9,914.57,829.43
5/19/2026 0:40:36,33.9,914.54,829.7
5/19/2026 0:41:09,34,914.63,828.89
5/19/2026 0:41:43,33.9,914.48,830.24
5/19/2026 0:42:18,33.8,914.57,829.43
5/19/2026 0:42:53,33.9,914.45,830.51
5/19/2026 0:43:28,33.8,914.48,830.24
5/19/2026 0:44:03,34,914.47,830.33
5/19/2026 0:44:37,34,914.49,830.15
5/19/2026 0:45:11,34,914.53,829.79
5/19/2026 0:45:45,33.8,914.46,830.42
5/19/2026 0:46:19,34,914.5,830.06
5/19/2026 0:46:53,34,914.54,829.7
5/19/2026 0:47:27,34,914.53,829.79
5/19/2026 0:48:07,33.9,914.44,830.61
5/19/2026 0:48:37,33.9,914.41,830.88
5/19/2026 0:49:11,34,914.54,829.7
5/19/2026 0:49:44,33.9,914.48,830.24
5/19/2026 0:50:18,33.9,914.5,830.06
5/19/2026 0:50:53,33.9,914.44,830.61
5/19/2026 0:51:27,33.9,914.45,830.51
5/19/2026 0:52:00,33.9,914.44,830.61
5/19/2026 0:52:34,33.9,914.42,830.79
5/19/2026 0:53:08,33.9,914.44,830.61
5/19/2026 0:53:42,33.9,914.44,830.61
5/19/2026 0:54:16,33.9,914.42,830.79
5/19/2026 0:54:49,33.9,914.5,830.06
5/19/2026 0:55:23,33.9,914.46,830.42
5/19/2026 0:55:57,33.8,914.44,830.61
5/19/2026 0:56:34,33.8,914.41,830.88
5/19/2026 0:57:08,33.9,914.51,829.97
5/19/2026 0:57:42,33.8,914.39,831.06
5/19/2026 0:58:15,33.9,914.41,830.88
5/19/2026 0:58:53,33.9,914.43,830.7
5/19/2026 0:59:28,33.9,914.39,831.06
5/19/2026 1:00:03,33.9,914.38,831.15
5/19/2026 1:00:38,33.9,914.42,830.79
5/19/2026 1:01:13,33.8,914.33,831.6
5/19/2026 1:01:48,33.8,914.37,831.24
5/19/2026 1:02:22,33.8,914.38,831.15
5/19/2026 1:02:57,33.8,914.35,831.42
5/19/2026 1:03:31,33.8,914.37,831.24
5/19/2026 1:04:05,33.9,914.38,831.15
5/19/2026 1:04:39,33.8,914.36,831.33
5/19/2026 1:05:13,33.8,914.32,831.69
5/19/2026 1:05:47,33.7,914.32,831.69
5/19/2026 1:06:21,33.9,914.37,831.24
5/19/2026 1:06:55,33.9,914.31,831.78
5/19/2026 1:07:28,33.9,914.28,832.05
5/19/2026 1:08:02,33.9,914.34,831.51
5/19/2026 1:08:36,33.8,914.27,832.14
5/19/2026 1:09:09,33.9,914.24,832.42
5/19/2026 1:09:43,33.8,914.21,832.69
5/19/2026 1:10:19,33.9,914.24,832.42
5/19/2026 1:10:53,33.9,914.23,832.51
5/19/2026 1:11:26,33.9,914.24,832.42
5/19/2026 1:12:00,33.9,914.18,832.96
5/19/2026 1:12:34,33.9,914.18,832.96
5/19/2026 1:13:08,33.8,914.14,833.32
5/19/2026 1:13:41,33.8,914.11,833.59
5/19/2026 1:14:15,33.8,914.07,833.96
5/19/2026 1:15:03,33.8,914.11,833.59
5/19/2026 1:15:37,33.8,914.06,834.05
5/19/2026 1:16:10,33.7,914.06,834.05
5/19/2026 1:16:44,33.8,914.07,833.96
5/19/2026 1:17:18,33.9,914.06,834.05
5/19/2026 1:17:51,33.9,914.03,834.32
5/19/2026 1:18:25,33.9,914,834.59
5/19/2026 1:18:58,33.8,913.99,834.68
5/19/2026 1:19:33,33.9,913.98,834.77
5/19/2026 1:20:07,33.9,913.98,834.77
5/19/2026 1:20:41,33.8,913.91,835.4
5/19/2026 1:21:14,33.9,913.94,835.13
5/19/2026 1:21:49,33.9,913.85,835.95
5/19/2026 1:22:24,33.9,913.9,835.49
5/19/2026 1:22:57,33.9,913.83,836.13
5/19/2026 1:23:32,33.8,913.83,836.13
5/19/2026 1:24:08,33.9,913.84,836.04
5/19/2026 1:24:43,33.9,913.83,836.13
5/19/2026 1:25:18,33.9,913.79,836.49
5/19/2026 1:25:52,33.9,913.82,836.22
5/19/2026 1:26:26,33.9,913.78,836.58
5/19/2026 1:27:00,33.9,913.78,836.58
5/19/2026 1:27:34,33.9,913.82,836.22
5/19/2026 1:28:08,33.9,913.73,837.03
5/19/2026 1:28:44,33.9,913.69,837.4
5/19/2026 1:29:18,33.9,913.68,837.49
5/19/2026 1:29:53,33.9,913.7,837.31
5/19/2026 1:30:27,33.8,913.71,837.22
5/19/2026 1:31:01,33.8,913.64,837.85
5/19/2026 1:31:37,33.9,913.71,837.22
5/19/2026 1:32:12,33.7,913.63,837.94
5/19/2026 1:32:46,33.9,913.57,838.48
5/19/2026 1:33:20,33.9,913.53,838.85
5/19/2026 1:33:55,33.9,913.49,839.21
5/19/2026 1:34:29,33.9,913.58,838.39
5/19/2026 1:35:03,33.8,913.51,839.03
5/19/2026 1:35:37,33.7,913.52,838.94
5/19/2026 1:36:10,33.8,913.48,839.3
5/19/2026 1:36:44,33.9,913.48,839.3
5/19/2026 1:37:17,33.8,913.48,839.3
5/19/2026 1:37:51,33.8,913.46,839.48
5/19/2026 1:38:26,33.7,913.5,839.12
5/19/2026 1:39:01,33.7,913.51,839.03
5/19/2026 1:39:34,33.7,913.43,839.75
5/19/2026 1:40:08,33.6,913.4,840.02
5/19/2026 1:40:42,33.6,913.33,840.66
5/19/2026 1:41:16,33.6,913.38,840.21
5/19/2026 1:41:51,33.6,913.43,839.75
5/19/2026 1:42:25,33.7,913.39,840.11
5/19/2026 1:42:59,33.7,913.34,840.57
5/19/2026 1:43:33,33.8,913.38,840.21
5/19/2026 1:44:07,33.8,913.36,840.39
5/19/2026 1:44:42,33.8,913.31,840.84
5/19/2026 1:45:16,33.8,913.28,841.11
5/19/2026 1:45:49,33.7,913.32,840.75
5/19/2026 1:46:23,33.6,913.34,840.57
5/19/2026 1:46:57,33.6,913.32,840.75
5/19/2026 1:47:33,33.7,913.31,840.84
5/19/2026 1:48:07,33.6,913.32,840.75
5/19/2026 1:48:42,33.4,913.31,840.84
5/19/2026 1:49:16,33.6,913.31,840.84
5/19/2026 1:49:49,33.6,913.27,841.2
5/19/2026 1:50:24,33.6,913.24,841.47
5/19/2026 1:50:58,33.5,913.23,841.57
5/19/2026 1:51:33,33.5,913.25,841.38
5/19/2026 1:52:07,33.7,913.25,841.38
5/19/2026 1:52:42,33.5,913.27,841.2
5/19/2026 1:53:16,33.5,913.28,841.11
5/19/2026 1:53:51,33.6,913.27,841.2
5/19/2026 1:54:25,33.6,913.2,841.84
5/19/2026 1:54:59,33.6,913.21,841.75
5/19/2026 1:55:34,33.5,913.27,841.2
5/19/2026 1:56:08,33.5,913.26,841.29
5/19/2026 1:56:43,33.6,913.09,842.83
5/19/2026 1:57:18,33.6,913.19,841.93
5/19/2026 1:57:54,33.6,913.16,842.2
5/19/2026 1:58:28,33.7,913.27,841.2
5/19/2026 1:59:02,33.7,913.17,842.11
5/19/2026 1:59:37,33.7,913.16,842.2
5/19/2026 2:00:11,33.6,913.14,842.38
5/19/2026 2:00:46,33.7,913.13,842.47
5/19/2026 2:01:23,33.7,913.13,842.47
5/19/2026 2:01:57,33.7,913.19,841.93
5/19/2026 2:02:31,33.7,913.17,842.11
5/19/2026 2:03:05,33.4,913.09,842.83
5/19/2026 2:03:39,33.4,913.09,842.83
5/19/2026 2:04:14,33.5,913.12,842.56
5/19/2026 2:04:48,33.5,913.09,842.83
5/19/2026 2:05:22,33.6,913.07,843.01
5/19/2026 2:05:56,33.7,913.07,843.01
5/19/2026 2:06:30,33.5,913.09,842.83
5/19/2026 2:07:03,33.4,913.09,842.83
5/19/2026 2:07:39,33.5,913.09,842.83
5/19/2026 2:08:13,33.5,913.05,843.2
5/19/2026 2:08:50,33.7,912.98,843.83
5/19/2026 2:09:24,33.5,913.02,843.47
5/19/2026 2:09:57,33.6,912.94,844.19
5/19/2026 2:10:31,33.5,912.93,844.28
5/19/2026 2:11:05,33.5,912.96,844.01
